,oe__gender,oe__bachelors,ohe__master_AI,ohe__master_Data Engineer,ohe__master_MBA,ohe__master_None,remainder__etest_p,remainder__degree,remainder__year_exp,remainder__age,result
4512,1,1,0,0,1,0,76.5149454730371,77.0130879171503,0.877225467492583,44.7899068643111,0
4513,1,0,0,0,1,0,79.3320000559151,65.4306894852261,2.02162335948342,41.4713053724918,0
4514,1,0,0,0,1,0,66.8851910326207,77.2444466510562,6.01940263304816,23.2563317413156,0
4515,1,0,0,0,1,0,67.1824428410181,69.2624464486466,0,43.9581937393863,0
4516,1,0,0,0,0,1,55.9539060716899,0,0.0447523496124061,26.6197801330558,0
4517,1,0,0,0,1,0,71.7714926354145,58.0966311707638,0.124580851297104,27.2248069738159,0
4518,1,0,0,0,0,1,93.1500517303955,0.108789017876307,0.0353215310572121,33.6880646746954,1
4519,0,1,1,0,0,0,79.2140441002301,76.2750428697322,1.98226116831267,40.8628526519226,0
4520,0,0,0,0,0,1,60.3884578224614,1.61823271897039,0,32.9818876112244,0
4521,0,0,0,0,1,0,56.8076914155555,56.9008272037982,0,23.2746948973116,0
4522,1,1,0,1,0,0,85.6072788795214,63.4447170551951,0.959818931589353,34.6813822684077,0
4523,1,0,0,0,0,1,94.8430645437758,0,0,45.6270083222349,1
4524,0,1,0,1,0,0,70.3518880128637,79.689650293205,5.84681180269485,23.041343938686,0
4525,0,0,0,0,1,0,80.3593753656459,64.618871855981,5.0435719895795,24.3045656781142,0
4526,0,1,1,0,0,0,55.684086484032,63.0361248579318,2.08133975347374,37.6756650724769,0
4527,1,0,0,0,1,0,51.8830167269143,65.8086511656019,5.07142366576993,24.0470486390746,0
4528,0,1,1,0,0,0,81.3925623062085,61.4336791425348,2.12032734050251,28.3219236015839,0
4529,0,1,0,0,0,1,58.9769023627831,0,0,40.4183877557099,0
4530,0,1,0,0,0,1,59.2077134783322,0,0.0743154729288897,41.0919401805999,0
4531,0,1,0,0,1,0,81.1182978632122,74.6188241189341,3.05678281806697,38.6084799998914,0
4532,1,0,0,0,1,0,83.8559262754488,74.1219321061098,0.15045326801749,28.0025436902053,0
4533,1,0,0,0,1,0,83.5510016712394,84.0937478475926,0,40.5571379175325,0
4534,1,0,0,0,1,0,77.6912543438816,64.38134740298,4.12427518521977,24.4119002978767,0
4535,1,1,0,0,0,1,66.1918976333421,2.58308373646509,0,40.8450229642703,0
4536,1,0,0,0,0,1,66.6905779975588,1.27162959020855,0.956284498595821,32.5567956519582,0
4537,1,1,0,0,1,0,56.7562194831424,92.4061613627131,5.82273159030376,38.7870943538407,0
4538,1,0,0,0,1,0,77.9473448601699,69.8224911686199,4.06634263640636,24.6875134085429,0
4539,1,1,0,0,0,1,66.7661969944999,0.104020604882497,0.0796157158039289,40.4045136456576,0
4540,1,1,0,0,0,1,56.2615569433348,0,1.05363869723522,31.4400452914402,0
4541,1,0,0,0,1,0,61.1535734452525,82.8617274455118,4.04836806450369,31.1586383637927,0
4542,1,0,0,0,1,0,71.6929453146146,61.4481058016946,0.122362497866699,27.6333829463859,0
4543,1,0,0,0,0,1,82.9667088582591,0.279378605768401,0.984698964825356,35.7973062129456,0
4544,1,0,0,0,0,1,85.652891836866,0,0.891738602405478,31.4040836885518,0
4545,1,1,0,0,0,1,70.1244515976768,0.143661334350879,0.0430142510354719,24.5610462177435,0
4546,1,0,0,0,1,0,67.3044600208451,72.6962710980855,0.101205606433874,43.9951865325232,0
4547,1,0,0,0,0,1,76.7041735041771,0,0.127147141585409,35.9244431335921,0
4548,1,0,0,0,0,1,84.9038762673986,0.196585769260351,0.071096201263381,35.4378786380184,0
4549,1,0,0,0,1,0,86.2751480873906,72.4141447156381,4.03589396478826,28.1617153016277,0
4550,1,1,0,0,1,0,85.8092798913523,88.7654304434881,0,34.2234017395424,0
4551,1,0,0,0,0,1,58.2601653912072,0.289754086429315,1.05924634552516,42.9116081724473,0
4552,0,1,1,0,0,0,58.2954833401255,62.196816272126,1.85152451504354,46.0139969305053,0
4553,1,0,0,0,0,1,62.7577404719316,2.74709130165083,0.884386701097621,41.0636555409022,0
4554,1,0,0,0,0,1,59.1479201334234,0,0.0360983219938468,41.9358945025461,0
4555,1,1,0,0,1,0,75.1067171457229,83.0635540184047,4.11526234663433,45.6132672862984,0
4556,1,1,1,0,0,0,88.6669987637195,84.2800293862634,1.09470156701027,44.1761972826274,0
4557,0,1,1,0,0,0,54.4213125246178,61.862430715966,2.15643453120798,38.7294727205331,0
4558,1,1,0,0,0,1,54.0356985751774,0,0,36.5019104344073,0
4559,1,0,0,0,1,0,68.6894193827933,79.9397447113043,3.09502486549009,24.3552879058167,0
4560,1,0,0,0,1,0,96.317852737039,88.2983105521414,1.96438813721668,29.5397129943417,1
4561,1,0,0,0,1,0,68.4450962955035,69.0708903139292,0.0586045767231438,43.8367742282254,0
4562,1,1,0,0,1,0,71.258792390772,94.9495757249371,4.19896073112603,33.9350299425744,0
4563,0,0,0,0,1,0,61.2599496354339,75.5239688600923,0,23.2854324529134,0
4564,1,0,0,0,0,1,73.4792683345762,0,0,31.83815411093,0
4565,1,0,0,0,1,0,78.4793322031361,91.2121723256259,3.0058712981113,42.7316987897897,0
4566,0,1,0,0,0,1,56.2469721810035,0,0,24.2896249899396,0
4567,1,0,0,0,1,0,78.6212185933207,89.9055606455771,3.05343234839106,43.2462186569205,0
4568,1,0,0,0,0,1,77.3408990369316,0,0.960417276111802,29.6334818755052,0
4569,1,0,0,0,1,0,53.3361354717024,57.428855776704,4.13867388804464,43.1110077274656,0
4570,1,0,0,0,0,1,60.4953103625899,2.47055249937468,0.902935931460782,27.1682331986453,0
4571,0,1,1,0,0,0,79.000259404821,72.7489767236431,1.81081960191749,41.3416680916328,0
4572,0,1,0,0,1,0,76.5470256449017,63.3809285465556,2.0513399746441,26.3053025816654,0
4573,1,0,0,0,1,0,74.9524984069623,67.547140417891,2.92702425370855,31.7728988260025,0
4574,1,0,0,0,0,1,65.4220992435842,2.44930191416171,0.92929420908122,39.5328778500395,0
4575,1,0,0,0,1,0,67.2634262383004,82.4727791830515,5.94879169397728,23.8046270266548,0
4576,0,0,0,0,0,1,79.0712865365657,1.39796367889621,0.0861517035099528,44.4620949459307,0
4577,1,0,0,0,0,1,69.3152990269218,1.65394563867708,1.04292122190074,41.3501640831836,0
4578,1,0,0,0,1,0,91.9452138010175,94.8446372775913,1.01080749002806,30.8100208874065,1
4579,0,0,0,0,1,0,79.3724569999251,66.0120499209601,5.01497963743373,23.7079765599585,0
4580,1,0,0,0,1,0,73.6815818098385,66.0016927581082,0.987394958774594,38.5844621487192,0
4581,1,0,0,0,0,1,75.7170311916084,0.961480032543068,0,26.3496813599123,0
4582,0,0,0,0,1,0,73.6350487874104,95.0284497244454,1.05835974297627,25.9426723799895,0
4583,1,0,0,0,0,1,65.1492990950922,0,0,27.7240002032032,0
4584,1,0,0,0,0,1,68.4548681554767,0,0.128519777980638,37.1560921353229,0
4585,1,0,0,0,1,0,89.4643697050481,70.9425494426538,6.0827424502582,41.4802651789812,0
4586,0,1,1,0,0,0,78.9949627971216,73.1142134596138,2.00296705008359,40.6679359408172,0
4587,1,0,0,0,0,1,64.2144189052022,0.714020692526275,0.0554550358202046,27.8871529738885,0
4588,1,0,0,0,1,0,61.0601189175707,56.0301869388997,4.78820347376608,23.0660797602514,0
4589,1,0,0,0,1,0,91.1174978389999,98.926783418754,0.96657099036928,30.6340478365785,1
4590,0,1,0,1,0,0,69.7783825549787,77.8158547518989,5.83016358186219,22.9148012678882,0
4591,1,1,0,0,1,0,82.1283181895702,79.3103702962722,3.06621388390769,43.1221978933481,0
4592,0,1,1,0,0,0,86.4870511011766,81.656411271129,0.888282632088837,42.9837208077313,0
4593,1,1,0,0,1,0,79.7666764765945,62.2427598732928,5.15467346202293,44.3132226225938,0
4594,1,0,0,0,1,0,70.1045067708483,78.7103785075108,2.98000711560688,25.7077819241074,0
4595,1,0,0,0,1,0,89.5252400908097,86.6225546135016,4.02942068565948,42.6053406507477,0
4596,1,0,0,0,0,1,74.5259036664111,0,0.0920466824898902,25.9804159690683,0
4597,1,0,0,0,0,1,65.9626653130362,0,0.972658607331074,32.2760021080253,0
4598,0,0,0,0,0,1,66.3143521964253,0,0.899019913801628,45.1846080922439,0
4599,0,0,0,0,0,1,93.1523652897241,0,0.0239191246841287,24.0440116072827,1
4600,1,0,0,0,0,1,75.3108347240625,0,0,25.7740138062056,0
4601,0,0,0,0,0,1,55.312966884989,0,0,40.2798259837214,0
4602,0,0,0,0,0,1,68.0748480414532,0,0,41.717352580175,0
4603,0,0,0,0,1,0,96.2292430004519,62.4362541251634,3.99126297530739,25.9564042132813,1
4604,0,1,0,0,0,1,58.2713383575034,0,0.0996233767389227,41.0059535527473,0
4605,1,0,0,0,1,0,94.0975745842233,59.7230328209649,0,40.0188132017119,1
4606,0,0,0,0,0,1,60.715671362752,0,0,38.8026084909458,0
4607,1,0,0,0,0,1,56.4513471529857,0.155820947788325,0,41.9897458497873,0
4608,1,1,1,0,0,0,94.411808414947,58.8637011397431,1.11715963382913,42.6501940972453,1
4609,0,0,0,0,1,0,87.9132426608122,66.6533788316912,1.95972995597079,46.1663652163642,0
4610,1,0,0,0,1,0,61.2104786857263,86.4655997036034,4.00056088275354,31.0788145105282,0
4611,0,0,0,0,1,0,68.9864449306993,88.9089611735277,2.05765315824399,44.1862750454327,0
4612,1,1,1,0,0,0,54.6633781160786,84.5724240161114,3.9504870086957,22.838128345663,0
4613,1,1,1,0,0,0,55.3327485914849,85.0211664666288,4.0160558212778,22.9307894682424,0
4614,1,0,0,0,0,1,75.05940068993,1.1811197098711,0,26.1688842241735,0
4615,1,1,0,0,1,0,75.6137162245906,82.251103577461,3.96772821785129,45.2687660266006,0
4616,1,1,0,1,0,0,60.7081869489166,59.6362743473882,3.86427459632783,46.4857324802036,0
4617,0,0,0,0,0,1,60.1776971169513,0,0,33.2549385853033,0
4618,1,0,0,0,0,1,68.4285904177085,0,0.163043553044738,36.8278907818156,0
4619,0,0,0,0,0,1,93.9250282965435,3.61142942901341,0.0438785985361674,23.9513334955601,1
4620,1,0,0,0,1,0,84.7939421809403,76.0390909993949,0,27.6838343100395,0
4621,1,1,0,1,0,0,96.7561741974109,74.2289344831066,2.04268293442901,42.64229704175,1
4622,0,0,0,0,1,0,58.8406213371352,76.7383684852735,0.891659752046518,30.1227824725174,0
4623,1,0,0,0,1,0,95.565771348945,73.3247828898567,2.04315557982255,39.3911566505271,1
4624,1,1,0,1,0,0,87.7588984646887,63.0891808351902,0.963875891852639,34.9473316400722,0
4625,1,0,0,0,1,0,54.0408936589733,58.3000759917143,4.09413212781414,42.6563587232547,0
4626,1,1,1,0,0,0,63.6627399801393,65.6030150889316,1.06603636706481,38.341564958107,0
4627,1,0,0,0,1,0,55.6264578130209,86.4937685707044,2.91916634608494,31.9324436559427,0
4628,1,0,0,0,0,1,56.438501011145,1.01228914289363,0.088591703333064,35.0522767813972,0
4629,1,1,0,1,0,0,87.4909638300825,74.7276163692819,1.96655685729957,44.2540501061207,0
4630,1,0,0,0,0,1,69.6287579339098,1.95536288364382,0.167324752398254,41.2015841842873,0
4631,0,0,0,0,1,0,69.9415012991622,90.5867544199687,1.85053747737852,44.1255812297112,0
4632,0,0,0,0,1,0,89.0186590275563,92.3299840000453,3.87756601286977,41.8632783387581,0
4633,1,1,0,0,0,1,57.7553422069764,0,1.05217668578805,31.5256074029685,0
4634,1,1,0,0,0,1,72.6277635900245,3.10063674619491,1.17463732996383,36.0190851188997,0
4635,1,0,0,0,1,0,62.8882795527175,81.918869705723,4.11640970677794,30.6901035008031,0
4636,1,1,1,0,0,0,69.5411300597803,73.0619917735883,2.97497367541855,29.9198846194044,0
4637,1,0,0,0,0,1,71.7387993502251,0.324869097037138,0,40.9680804405219,0
4638,1,1,1,0,0,0,86.5834686023153,58.7323318733921,1.03160276420793,45.1609118223036,0
4639,1,0,0,0,1,0,66.105715154811,80.3557930913354,5.10566885926987,29.9262194819662,0
4640,0,0,0,0,1,0,66.8297401827587,60.7348195824577,2.93394804962585,25.0187451519915,0
4641,1,1,1,0,0,0,64.612669213639,88.6637925815274,0.913620448602752,31.6165044159397,0
4642,1,1,0,1,0,0,84.9459485557579,81.9280611716724,6.17950453677764,22.9156340396071,0
4643,0,0,0,0,1,0,55.3761368679956,56.0303671178877,0.225764818927224,22.9009319591703,0
4644,0,1,0,0,1,0,56.7955712032442,62.1839409122388,5.88593454290224,27.5267026192156,0
4645,1,0,0,0,0,1,65.047549601918,0.442135328037312,0,27.9087099139697,0
4646,0,0,0,0,1,0,71.1130514318358,95.6202116158853,4.97401787071285,22.9792748238159,0
4647,1,0,0,0,1,0,66.9629408851954,69.6206723465079,0,43.5162385618058,0
4648,1,1,0,0,1,0,72.506855030467,97.4775018342737,4.05987223873574,34.4141605025773,0
4649,0,1,1,0,0,0,55.6373737768819,63.7702904547969,2.04062552028627,37.3365204433551,0
4650,0,1,1,0,0,0,82.0377096067204,59.6627756410691,1.94175723984358,27.4237988807534,0
4651,0,1,0,0,0,1,60.5690891628788,1.74399179873864,0,41.3648408741056,0
4652,1,1,0,1,0,0,54.8608602392691,89.3910925540627,1.08171747141312,30.8918615246631,0
4653,0,0,0,0,0,1,70.8964619291118,0,0.107264607101145,39.2355750638968,0
4654,1,0,0,0,1,0,95.2128388581772,75.3548797516902,1.83501505555799,38.8873006628701,1
4655,1,1,1,0,0,0,64.011775087054,71.6258150845672,0.965554339061308,30.7507983531879,0
4656,0,0,0,0,0,1,57.8847040222309,0,1.10969696834744,40.8902625275074,0
4657,1,0,0,0,0,1,89.7528541489152,1.10978538068032,0.896952091554955,35.1853291149903,0
4658,1,0,0,0,0,1,96.1830488181371,0,0.0103800293001113,34.9604671334797,1
4659,0,0,0,0,0,1,54.6699181542591,0,0.00599453593598279,40.1594188571221,0
4660,1,0,0,0,1,0,95.7453521522256,70.0480937303953,0.939647559268414,41.8605720960062,1
4661,0,0,0,0,1,0,58.291266125794,64.1238026096457,0,44.8805020511667,0
4662,1,0,0,0,0,1,82.9581878436979,3.4685005707723,0.998208955770614,31.351745121538,0
4663,1,1,0,1,0,0,83.4820947500587,81.5169289412054,6.16380345849464,23.2112600746457,0
4664,1,1,0,1,0,0,89.5215624753598,72.6912855485477,2.09015501676628,44.3532439389622,0
4665,1,1,0,0,0,1,55.315176202049,0.855418177069765,0.883495333504766,30.4860918116882,0
4666,1,0,0,0,0,1,60.9680659406086,1.05037850095843,1.15810748173101,27.158852591703,0
4667,1,0,0,0,1,0,89.3418023651208,72.4548331666098,6.12741800123002,41.0490138961778,0
4668,1,1,1,0,0,0,85.917326661176,64.9064474895549,0.861441116383532,35.8992388493448,0
4669,0,0,0,0,1,0,61.3700362209582,75.823064599582,0.111674099945129,22.6327227426237,0
4670,1,1,0,0,0,1,60.9194536025562,0,0,25.4833800566527,0
4671,1,0,0,0,0,1,54.4540779309309,0,1.02066828767499,25.2882612652537,0
4672,0,1,1,0,0,0,79.3514460887767,73.0605151126036,2.07270124023089,40.7698259514174,0
4673,1,1,0,0,1,0,80.4931737859011,79.2450652548074,3.08351093558163,43.1066815817637,0
4674,0,0,0,0,0,1,70.5957257910125,0.610450172602691,0.0583775586420748,39.0339575337616,0
4675,0,0,0,0,1,0,55.8628752030927,95.8992839915832,4.85324845094392,44.9719437541376,0
4676,1,1,1,0,0,0,55.0297764625332,83.9128116936896,3.80552817229598,22.9156962795095,0
4677,0,1,0,0,1,0,60.7926954647805,59.0713717660214,5.03697047943701,44.458251306561,0
4678,1,0,0,0,0,1,59.9526618633296,0,0.924344995181764,26.6855836976575,0
4679,1,0,0,0,1,0,83.6642012181105,80.4205181413353,0.176144553072856,41.5772904348178,0
4680,0,1,0,0,0,1,57.4443913937643,0,0.842883900979377,43.8495676944369,0
4681,0,1,0,0,1,0,59.3352378741732,53.0236712027076,4.89623159326713,44.5416865393177,0
4682,1,0,0,0,0,1,73.6570445582877,0,0.975079857898924,44.8356686743933,0
4683,1,0,0,0,0,1,62.4413752762115,0,1.05962420066343,40.8677741766727,0
4684,0,1,0,1,0,0,69.9024711152501,81.1652802140552,5.99370554837634,23.6251190859577,0
4685,1,0,0,0,1,0,79.7785427940796,56.0795478495481,5.98786724732442,25.1285529694023,0
4686,0,0,0,0,0,1,53.9403004348542,1.22211071771711,0,40.4741307387785,0
4687,1,0,0,0,1,0,72.5299156993054,68.5090992582227,1.08018816905219,38.1712747481138,0
4688,1,1,0,0,0,1,68.4314321809397,0.556002288980062,1.13383416727198,23.2345509253368,0
4689,1,0,0,0,1,0,56.2979472222547,87.049669894381,2.93424145411308,32.2203801340502,0
4690,1,1,1,0,0,0,64.7917440887232,77.6630927136726,0.90615796003847,31.0736321861404,0
4691,1,0,0,0,1,0,49.4255185917102,63.251748939515,5.02337260888607,24.007604127081,0
4692,1,0,0,0,0,1,82.6994266771364,0.536331446690549,1.00212239328103,36.9428668708487,0
4693,1,1,0,0,1,0,76.1353172341601,78.9981816333262,1.01579019806342,45.2856537124984,0
4694,1,0,0,0,0,1,75.8622751250087,1.80416970172733,0,35.7989568986635,0
4695,0,1,0,1,0,0,62.1076701330705,80.8770321533776,6.20037297222087,39.2694964827395,0
4696,1,0,0,0,1,0,60.417774561455,55.2340416116251,3.1474549357324,38.1305200044557,0
4697,1,0,0,0,0,1,81.826681071868,0,0.92349182228726,31.9079260285048,0
4698,1,0,0,0,0,1,75.1265816418944,2.83195968333697,0.0683537922907956,26.6222944937716,0
4699,1,0,0,0,0,1,58.1889488486968,0,0.848895624881642,45.7589213094446,0
4700,1,0,0,0,0,1,61.6468041257186,0,1.01696092151677,30.114426551644,0
4701,1,0,0,0,1,0,85.1673737573555,96.9668881371091,2.15195334256352,42.751283229073,0
4702,1,1,0,0,0,1,68.5379574772982,2.39781476461794,0.752841582438417,23.0936682831166,0
4703,1,0,0,0,1,0,59.7790883015588,85.3769042615238,2.01465207694369,32.1994364790099,0
4704,1,1,0,1,0,0,57.3311465579507,56.8497441716603,3.89472918532163,35.2755377708743,0
4705,1,1,1,0,0,0,63.5453052253561,61.9252288716664,0.90918105477836,39.0497572643791,0
4706,1,0,0,0,0,1,76.6581805278112,0,1.13092667970953,28.9274272523741,0
4707,1,1,0,0,1,0,57.962048284019,94.1628546181675,6.01171912286673,39.2412773960391,0
4708,0,0,0,0,0,1,65.9698473045683,0,1.03421639521616,45.4631513554974,0
4709,1,0,0,0,1,0,50.0756630860785,65.9853482237716,5.07845914350227,24.0919323323817,0
4710,1,0,0,0,1,0,79.7892170823611,62.977399855017,2.09361270708721,41.0205991369358,0
4711,1,0,0,0,1,0,59.4825153717165,82.7509703707218,1.99340960801922,32.6003841909873,0
4712,1,1,1,0,0,0,69.730122222297,76.2326682697757,3.13656710795841,29.945259408101,0
4713,1,0,0,0,1,0,94.2444883853864,70.4250409797622,0.853234415093864,42.2488633333548,1
4714,1,0,0,0,0,1,57.106367931158,0,0.0463121700460882,42.0756241709942,0
4715,0,0,0,0,1,0,62.1282444309475,74.0599073911391,0,23.4968730712608,0
4716,1,0,0,0,0,1,84.2200004572742,0,0.0182282493498526,24.0077044011186,0
4717,1,0,0,0,0,1,64.0939237275644,0,1.02558498425438,40.1011983235701,0
4718,0,0,0,0,1,0,74.3070733529501,96.3126413296865,1.16818247486501,25.5456229488958,0
4719,1,1,0,0,1,0,74.2918201800644,74.1906144478162,1.04817438220077,45.0874591077914,0
4720,1,1,0,1,0,0,59.5715784814041,57.5696547911688,4.18265439153949,45.8810212592782,0
4721,1,0,0,0,1,0,67.0277537174652,81.871858752928,5.05040120817206,29.6828483173994,0
4722,1,1,1,0,0,0,59.9066043652234,55.7631527492107,2.07217789068825,35.9860328069151,0
4723,1,1,0,0,0,1,74.1733783793913,2.63450833157102,0.97066400054784,39.513153271241,0
4724,1,0,0,0,1,0,85.1466209835693,73.64783329213,0.0609119509288586,27.8004048233361,0
4725,1,0,0,0,0,1,59.4656358308547,0.401729043353406,0.984150282842341,43.2930200187232,0
4726,1,0,0,0,1,0,65.9694474089031,95.8970078802793,4.08119095357728,28.786862784813,0
4727,0,1,1,0,0,0,82.2014292012756,61.700485852135,1.98370478690073,27.5884148963025,0
4728,0,1,0,0,0,1,55.6267761331246,0.197993252280774,0.0576771102973958,24.1834394001549,0
4729,1,1,0,0,0,1,75.4144419769152,0,1.06325213667025,45.3031962653402,0
4730,0,0,0,0,1,0,52.3806953160777,63.2948276913551,3.04730754142844,39.3566307031413,0
4731,1,1,1,0,0,0,61.2606909378839,57.1786474601256,2.1203534439044,36.4877760389099,0
4732,1,0,0,0,0,1,60.987062220778,2.50838235189101,0.785699272373241,24.2195935827354,0
4733,1,0,0,0,1,0,82.9117649333643,89.5092921160778,0.946226211719601,26.8648153550118,0
4734,0,1,1,0,0,0,56.605802517217,63.7189020769904,2.01282531182631,45.4070113825867,0
4735,0,0,0,0,0,1,67.1857796128321,0,0,42.8886307545123,0
4736,1,0,0,0,0,1,96.3481984881068,1.07639556158808,0,27.5884061184027,1
4737,1,0,0,0,1,0,68.3522706344416,68.572874094016,0.055232593906207,43.7180356614107,0
4738,1,0,0,0,0,1,62.0650515864207,0,1.01675041573896,40.7560797443134,0
4739,1,0,0,0,0,1,94.8123598807495,3.73106831866032,0,45.594727033733,1
4740,0,0,0,0,0,1,57.9240626234175,3.39430306543653,0.848810307132242,40.9959648596312,0
4741,0,0,0,0,1,0,91.6856325971452,63.4562798501666,5.04505191896096,29.3751953092512,1
4742,0,0,0,0,1,0,68.2827243931024,61.5062583852731,3.06047964130109,25.9713683196428,0
4743,1,0,0,0,0,1,81.5242246592318,1.09178430946146,1.03714721332813,31.3326668880423,0
4744,0,1,0,1,0,0,62.6655601083076,79.5613077582927,6.06948223783615,39.537167624365,0
4745,1,0,0,0,0,1,56.2348201720996,2.99299569582722,0,27.6178733946547,0
4746,1,0,0,0,0,1,66.3905300078324,4.33744676469709,0.997158675435529,32.0015077953236,0
4747,0,0,0,0,1,0,60.7989871634838,72.341972197944,0.0141203377550298,22.8665806950767,0
4748,1,1,0,0,0,1,65.9322243906194,0.799085478291039,0.0443397939813506,40.2658960013217,0
4749,1,0,0,0,0,1,50.1057571565957,0,1.17008816246963,29.30490814718,0
4750,0,1,0,0,1,0,57.2721563163689,59.103714925667,5.85022466983877,26.8987775880482,0
4751,1,0,0,0,0,1,75.1192918070403,2.15170137403039,0,45.2003025218277,0
4752,1,1,1,0,0,0,83.9982403651726,82.9173111399041,4.05843082008966,40.7861026607402,0
4753,1,0,0,0,1,0,51.0708189594716,61.9262044808882,5.02739342544148,23.8058592967715,0
4754,1,0,0,0,0,1,93.800218650694,0,1.14226062374512,41.0319473560241,1
4755,1,0,0,0,1,0,88.3423678769686,55.4276177026377,5.11579883001088,24.017844425379,0
4756,1,0,0,0,0,1,60.5790612309793,0.446052401996743,0.0770318258440023,28.878691817655,0
4757,1,0,0,0,0,1,57.4031031363765,0,1.13324105218136,32.0424547700098,0
4758,0,1,1,0,0,0,80.6009689844365,76.5799848331003,1.85057602333983,41.3388859534218,0
4759,0,0,0,0,0,1,68.0760280794597,0,0,42.4163406833409,0
4760,1,0,0,0,1,0,79.0786902457569,56.8738724907451,6.20633965832533,24.6804363621613,0
4761,1,0,0,0,0,1,73.1630778152331,0.484135460529516,1.021416453818,44.9996232350966,0
4762,1,0,0,0,1,0,57.8779305889317,74.6941226533766,5.95397579927195,33.1248882313816,0
4763,1,0,0,0,0,1,60.8761385178121,0.289759787801318,1.04279560710371,30.0526061638768,0
4764,0,0,0,0,0,1,57.9562548377448,0.658026832362741,0.95027570968967,40.9356528352632,0
4765,1,0,0,0,0,1,73.1090027440842,0,0.05909397819365,32.0212387063359,0
4766,0,0,0,0,0,1,60.4936152903596,0,0.0354597672740531,38.8482866288235,0
4767,1,0,0,0,0,1,59.9518188101496,0,0.842822083339616,27.6275375196287,0
4768,1,0,0,0,1,0,60.585568305279,59.7224016645591,2.99565346009373,38.2852531860835,0
4769,1,0,0,0,0,1,77.3356160471829,0,0.815735285231656,28.5426650816259,0
4770,0,1,0,0,1,0,98.3314817399761,90.2056143505684,5.92514027238815,43.0406522380934,1
4771,1,1,1,0,0,0,69.4485962036232,79.7465304852304,3.92041935717935,24.6858280411928,0
4772,1,1,1,0,0,0,71.2285490659255,85.6279436529325,4.02564443542275,23.7682170340667,0
4773,1,0,0,0,1,0,94.742578676776,73.8894486828467,2.21333005243162,39.2635527056798,1
4774,1,1,1,0,0,0,94.0176939212226,100,1.06633753794455,43.4415634334341,1
4775,0,0,0,0,1,0,67.3945331351982,58.4840248397367,2.97357747950062,24.5080284701187,0
4776,1,0,0,0,0,1,82.8592773206007,0,0,23.6983633519023,0
4777,1,0,0,0,0,1,75.0459693520973,0.588376536861886,0.0459716305839811,25.9825426293688,0
4778,1,0,0,0,1,0,56.1488487887305,89.420510485433,2.7965696893681,32.1135506749379,0
4779,1,0,0,0,0,1,75.2900776637871,0.102513346938247,0.0127039157365165,35.846772070141,0
4780,0,1,1,0,0,0,95.6933089554615,86.1884820542187,3.94570807600496,42.2842565862013,1
4781,1,1,0,1,0,0,84.1787689790611,81.3775515740611,5.93510066217481,23.2173766693711,0
4782,0,1,0,0,0,1,55.5804167727015,0.44189879823434,0.136546411937138,23.8748392717408,0
4783,1,0,0,0,0,1,93.6595474264414,0,1.24808893459083,40.7211679652304,1
4784,0,0,0,0,1,0,64.7229247391057,65.691820078135,0.150269691765196,38.7350665249829,0
4785,1,0,0,0,1,0,60.4494335799951,62.2332810178991,3.04317584698365,38.334010992159,0
4786,1,1,0,1,0,0,98.8582639290232,87.9116491371288,5.02422991463172,33.0509137499331,1
4787,1,0,0,0,1,0,81.4650869838143,68.6002945107751,1.99091626772725,40.203537404422,0
4788,1,1,1,0,0,0,63.7107818004583,62.7880606859675,1.01088188122067,38.9383364481334,0
4789,1,0,0,0,1,0,72.5368587336452,58.7740580198792,0,27.8720297892092,0
4790,1,0,0,0,0,1,54.3157249126072,0.372714440586522,0.952782844521717,24.6417820857672,0
4791,1,0,0,0,1,0,77.737384210261,67.4105926470305,3.9629891459718,25.516796434945,0
4792,1,1,1,0,0,0,85.3107391103537,58.9653794359633,1.01478263743276,44.6082078301041,0
4793,1,0,0,0,1,0,56.5178529308899,89.1470093329324,3.15700652011706,31.8495484800218,0
4794,1,0,0,0,0,1,95.6191012378845,0.489991305016863,0,26.9910961777485,1
4795,1,1,0,0,0,1,56.7604304703675,0,0.983992043346304,30.8713313968835,0
4796,0,0,0,0,1,0,64.8008422910198,72.9349041696527,0.955439094043821,29.8577228042088,0
4797,1,0,0,0,1,0,82.6777579094235,91.6805614312719,0.879486256452562,26.7597558292479,0
4798,0,0,0,0,0,1,76.1477598710483,0.310959353616089,1.05089488627102,29.320959304948,0
4799,1,0,0,0,0,1,83.6501350145781,0.316856270945672,0.0389491552188,24.1229824795661,0
4800,0,0,0,0,1,0,93.124705359464,60.5090408527378,4.84371593723638,29.2647307775797,1
4801,1,1,0,0,0,1,62.3768741798137,0,0,24.0530286230942,0
4802,1,0,0,0,0,1,93.2707002281236,0,1.18279690945653,23.6658322785377,1
4803,0,0,0,0,1,0,76.2999369314383,76.5079775862949,3.98369087816997,34.1970663689707,0
4804,0,0,0,0,0,1,50.2881407110964,0,0,41.3540222706966,0
4805,1,1,0,0,1,0,74.8197185401882,80.5261116405804,3.87175786923723,45.0710891236717,0
4806,0,1,0,0,0,1,57.4530697859061,0.568997286684075,0.116505771126313,38.5077517253432,0
4807,1,0,0,0,0,1,91.6929748589419,0,1.07165178166463,35.4885547607242,1
4808,0,0,0,0,0,1,52.2540938277377,0.536387365946812,0,41.9971816917885,0
4809,1,0,0,0,1,0,94.9564322357653,62.8492627520952,0.116939135795014,40.3838262640553,1
